(2023-06-03 23:42:07.913 INFO) - download_dataset: Dataset already exists.
(2023-06-03 23:42:07.918 INFO) - main: Arguments: Namespace(batch_size=50, epochs=100, learning_rate=0.01, num_classes=10, device_id=0, device=device(type='cuda', index=0), model='resnet')
(2023-06-03 23:42:07.965 INFO) - get_data_generator: Train data: 15000 -- Validation data: 5000 -- Test data: 2355
(2023-06-03 23:42:08.358 INFO) - main:     Epoch | Train loss | Train accuracy | Validation loss | Validation accuracy | Test loss | Test accuracy | Time (seconds)
(2023-06-04 00:09:03.344 INFO) - train: 36  / 100 |   0.965031 |       0.682533 |        1.027358 |            0.667200 |  1.018782 |      0.685775 |          41.85
(2023-06-04 00:09:44.480 INFO) - train: 37  / 100 |   0.969670 |       0.680200 |        1.021233 |            0.673000 |  1.008639 |      0.687898 |          41.14
(2023-06-04 00:10:25.183 INFO) - train: 38  / 100 |   0.971552 |       0.681867 |        1.022780 |            0.663400 |  1.018977 |      0.687049 |          40.70
(2023-06-04 00:11:06.120 INFO) - train: 39  / 100 |   0.968300 |       0.681667 |        1.027873 |            0.663600 |  1.015464 |      0.682803 |          40.94
(2023-06-04 00:11:47.407 INFO) - train: 40  / 100 |   0.969463 |       0.678800 |        1.016536 |            0.664200 |  1.019225 |      0.679830 |          41.29
(2023-06-04 00:12:27.816 INFO) - train: 41  / 100 |   0.973287 |       0.679200 |        1.015585 |            0.669600 |  1.015219 |      0.685775 |          40.41
(2023-06-04 00:13:09.065 INFO) - train: 42  / 100 |   0.970435 |       0.680000 |        1.026494 |            0.660600 |  1.026312 |      0.678981 |          41.25
(2023-06-04 00:13:47.491 INFO) - train: 43  / 100 |   0.979323 |       0.677000 |        1.021333 |            0.670400 |  1.015654 |      0.682378 |          38.43
(2023-06-04 00:14:26.446 INFO) - train: 44  / 100 |   0.964754 |       0.682667 |        1.026642 |            0.664800 |  1.022638 |      0.676008 |          38.96
(2023-06-04 00:15:07.600 INFO) - train: 45  / 100 |   0.970498 |       0.681733 |        1.026826 |            0.659600 |  1.013233 |      0.686200 |          41.15
(2023-06-04 00:15:50.491 INFO) - train: 46  / 100 |   0.972120 |       0.680733 |        1.020569 |            0.668800 |  1.012367 |      0.686200 |          42.89
(2023-06-04 00:16:30.905 INFO) - train: 47  / 100 |   0.971898 |       0.682800 |        1.024668 |            0.669800 |  1.012639 |      0.685350 |          40.41
(2023-06-04 00:17:12.641 INFO) - train: 48  / 100 |   0.973127 |       0.679667 |        1.018359 |            0.671000 |  1.018313 |      0.680255 |          41.74
(2023-06-04 00:17:53.992 INFO) - train: 49  / 100 |   0.974602 |       0.676867 |        1.022199 |            0.670200 |  1.011062 |      0.687898 |          41.35
(2023-06-04 00:18:36.761 INFO) - train: 50  / 100 |   0.975704 |       0.680667 |        1.036615 |            0.658800 |  1.022286 |      0.679406 |          42.77
(2023-06-04 00:19:17.906 INFO) - train: 51  / 100 |   0.968550 |       0.679667 |        1.026462 |            0.664400 |  1.017787 |      0.684076 |          41.14
(2023-06-04 00:19:59.250 INFO) - train: 52  / 100 |   0.972891 |       0.680000 |        1.021938 |            0.666200 |  1.020103 |      0.683227 |          41.34
(2023-06-04 00:20:40.828 INFO) - train: 53  / 100 |   0.968565 |       0.681933 |        1.029086 |            0.669000 |  1.016249 |      0.687049 |          41.58
(2023-06-04 00:21:22.652 INFO) - train: 54  / 100 |   0.972032 |       0.681200 |        1.025439 |            0.663400 |  1.017526 |      0.687898 |          41.82
(2023-06-04 00:22:04.599 INFO) - train: 55  / 100 |   0.962965 |       0.681000 |        1.023852 |            0.664400 |  1.015277 |      0.686200 |          41.95
(2023-06-04 00:22:45.127 INFO) - train: 56  / 100 |   0.972980 |       0.680867 |        1.018519 |            0.670800 |  1.012819 |      0.684501 |          40.53
(2023-06-04 00:23:24.851 INFO) - train: 57  / 100 |   0.971520 |       0.678400 |        1.025209 |            0.665400 |  1.012746 |      0.686200 |          39.72
(2023-06-04 00:24:05.606 INFO) - train: 58  / 100 |   0.967986 |       0.680533 |        1.020887 |            0.664600 |  0.997987 |      0.690870 |          40.75
(2023-06-04 00:24:46.263 INFO) - train: 59  / 100 |   0.974194 |       0.680267 |        1.024530 |            0.663000 |  1.017972 |      0.683652 |          40.66
(2023-06-04 00:25:27.979 INFO) - train: 60  / 100 |   0.974323 |       0.679600 |        1.028129 |            0.665600 |  1.011035 |      0.686200 |          41.72
(2023-06-04 00:26:08.597 INFO) - train: 61  / 100 |   0.969341 |       0.681600 |        1.024640 |            0.665800 |  1.024798 |      0.681104 |          40.62
(2023-06-04 00:26:49.814 INFO) - train: 62  / 100 |   0.974717 |       0.678333 |        1.028481 |            0.662400 |  1.020903 |      0.680255 |          41.22
(2023-06-04 00:27:29.715 INFO) - train: 63  / 100 |   0.968659 |       0.681000 |        1.028918 |            0.667000 |  1.016662 |      0.688323 |          39.90
(2023-06-04 00:28:10.300 INFO) - train: 64  / 100 |   0.968064 |       0.681933 |        1.021054 |            0.669800 |  1.018270 |      0.683652 |          40.58
(2023-06-04 00:28:49.069 INFO) - train: 65  / 100 |   0.975288 |       0.679667 |        1.018873 |            0.666200 |  1.010537 |      0.688747 |          38.77
(2023-06-04 00:29:29.511 INFO) - train: 66  / 100 |   0.969278 |       0.679867 |        1.018955 |            0.670800 |  1.017481 |      0.684501 |          40.44
(2023-06-04 00:30:10.678 INFO) - train: 67  / 100 |   0.971055 |       0.679267 |        1.020970 |            0.664800 |  1.012607 |      0.686200 |          41.17
(2023-06-04 00:30:52.252 INFO) - train: 68  / 100 |   0.976520 |       0.679333 |        1.026775 |            0.665600 |  1.027664 |      0.679830 |          41.57
(2023-06-04 00:31:33.556 INFO) - train: 69  / 100 |   0.974492 |       0.681067 |        1.022408 |            0.670000 |  1.015614 |      0.685350 |          41.30
(2023-06-04 00:32:14.476 INFO) - train: 70  / 100 |   0.970305 |       0.682133 |        1.020903 |            0.668400 |  1.007495 |      0.687049 |          40.92
(2023-06-04 00:32:56.208 INFO) - train: 71  / 100 |   0.967712 |       0.678000 |        1.022471 |            0.666800 |  1.020617 |      0.678556 |          41.73
(2023-06-04 00:33:37.066 INFO) - train: 72  / 100 |   0.970206 |       0.679000 |        1.025028 |            0.664600 |  1.012548 |      0.683227 |          40.86
(2023-06-04 00:34:18.956 INFO) - train: 73  / 100 |   0.970902 |       0.679733 |        1.020766 |            0.670800 |  1.010435 |      0.685350 |          41.89
(2023-06-04 00:34:58.930 INFO) - train: 74  / 100 |   0.969943 |       0.681067 |        1.022828 |            0.662000 |  1.022045 |      0.682378 |          39.97
(2023-06-04 00:35:38.860 INFO) - train: 75  / 100 |   0.968003 |       0.678933 |        1.021752 |            0.665800 |  1.011183 |      0.686624 |          39.93
(2023-06-04 00:36:18.697 INFO) - train: 76  / 100 |   0.966788 |       0.679867 |        1.023510 |            0.666400 |  1.027104 |      0.674310 |          39.84
(2023-06-04 00:36:59.439 INFO) - train: 77  / 100 |   0.965358 |       0.684600 |        1.023787 |            0.668600 |  1.018237 |      0.685775 |          40.74
(2023-06-04 00:37:40.688 INFO) - train: 78  / 100 |   0.969738 |       0.679733 |        1.033507 |            0.665200 |  1.010928 |      0.688323 |          41.25
(2023-06-04 00:38:22.290 INFO) - train: 79  / 100 |   0.972827 |       0.680000 |        1.021344 |            0.670400 |  1.009629 |      0.687049 |          41.60
(2023-06-04 00:39:02.859 INFO) - train: 80  / 100 |   0.969448 |       0.677867 |        1.022794 |            0.666800 |  1.001290 |      0.692144 |          40.57
(2023-06-04 00:39:45.178 INFO) - train: 81  / 100 |   0.972737 |       0.681333 |        1.019214 |            0.670800 |  1.011458 |      0.688747 |          42.32
(2023-06-04 00:40:26.710 INFO) - train: 82  / 100 |   0.970160 |       0.681333 |        1.026418 |            0.666400 |  1.021686 |      0.682803 |          41.53
(2023-06-04 00:41:06.632 INFO) - train: 83  / 100 |   0.975779 |       0.677200 |        1.025268 |            0.668000 |  1.014936 |      0.679406 |          39.92
(2023-06-04 00:41:47.712 INFO) - train: 84  / 100 |   0.969159 |       0.682467 |        1.019562 |            0.669600 |  1.014488 |      0.684076 |          41.08
(2023-06-04 00:42:29.568 INFO) - train: 85  / 100 |   0.974978 |       0.681133 |        1.016772 |            0.666600 |  1.034068 |      0.673461 |          41.86
(2023-06-04 00:43:10.278 INFO) - train: 86  / 100 |   0.971023 |       0.681467 |        1.014040 |            0.670200 |  1.014638 |      0.681529 |          40.71
(2023-06-04 00:43:51.788 INFO) - train: 87  / 100 |   0.971585 |       0.676867 |        1.020990 |            0.668600 |  1.017199 |      0.682378 |          41.51
(2023-06-04 00:44:32.483 INFO) - train: 88  / 100 |   0.974610 |       0.680867 |        1.019087 |            0.667000 |  1.021568 |      0.678132 |          40.70
(2023-06-04 00:45:13.624 INFO) - train: 89  / 100 |   0.969648 |       0.681400 |        1.030600 |            0.658200 |  1.028388 |      0.676433 |          41.14
(2023-06-04 00:45:55.002 INFO) - train: 90  / 100 |   0.969691 |       0.680600 |        1.019449 |            0.665800 |  1.022329 |      0.680679 |          41.38
(2023-06-04 00:46:37.303 INFO) - train: 91  / 100 |   0.972966 |       0.679867 |        1.016208 |            0.670800 |  1.011709 |      0.685775 |          42.30
(2023-06-04 00:47:16.281 INFO) - train: 92  / 100 |   0.966433 |       0.678867 |        1.022055 |            0.663800 |  1.002077 |      0.687898 |          38.98
(2023-06-04 00:47:57.736 INFO) - train: 93  / 100 |   0.976028 |       0.679667 |        1.018698 |            0.671800 |  1.006296 |      0.690446 |          41.46
(2023-06-04 00:48:39.387 INFO) - train: 94  / 100 |   0.969039 |       0.681200 |        1.025857 |            0.667800 |  1.017564 |      0.681529 |          41.65
(2023-06-04 00:49:21.448 INFO) - train: 95  / 100 |   0.970836 |       0.680267 |        1.019276 |            0.672200 |  1.010437 |      0.684501 |          42.06
(2023-06-04 00:50:03.205 INFO) - train: 96  / 100 |   0.975722 |       0.681867 |        1.023914 |            0.667200 |  1.019864 |      0.681529 |          41.76
(2023-06-04 00:50:45.316 INFO) - train: 97  / 100 |   0.961959 |       0.684267 |        1.020616 |            0.667800 |  1.020829 |      0.684076 |          42.11
(2023-06-04 00:51:25.570 INFO) - train: 98  / 100 |   0.974140 |       0.678000 |        1.013502 |            0.668400 |  1.019162 |      0.686624 |          40.25
(2023-06-04 00:52:04.811 INFO) - train: 99  / 100 |   0.967435 |       0.681667 |        1.021844 |            0.665800 |  1.018615 |      0.680255 |          39.24
(2023-06-04 00:52:44.969 INFO) - train: 100 / 100 |   0.966242 |       0.681933 |        1.026496 |            0.665000 |  1.018883 |      0.681104 |          40.16
(2023-06-04 00:52:44.978 INFO) - save_results: Results saved to ../results/resnet/resnet_bs50_lr0.01_ep100.h5
